Species Name,Kingdom,Phylum,Class,Order,Family,Genus,Vernacular Name,Number of records,Category,database
Oxalis acetosella,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis acetosella,concern,rspb south
Pedicularis palustris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis,Pedicularis palustris,concern,rspb south
Pedicularis sylvatica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Pedicularis,Pedicularis sylvatica,concern,rspb south
Pilosella officinarum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pilosella,Pilosella officinarum,concern,rspb south
Pinguicula lusitanica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula,Pinguicula lusitanica,concern,rspb south
Pinguicula vulgaris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lentibulariaceae,Pinguicula,Pinguicula vulgaris,concern,rspb south
Plantago lanceolata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago lanceolata,concern,rspb south
Plantago major,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago major,concern,rspb south
Plantago maritima,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago maritima,concern,rspb south
Poa annua,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa,Poa annua,concern,rspb south
Poa humilis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa,Poa humilis,concern,rspb south
Poa trivialis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Poa,Poa trivialis,concern,rspb south
Poaceae,FAMILY,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,,,concern,rspb south
Polygala serpyllifolia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,Polygala serpyllifolia,concern,rspb south
Populus tremula,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,Populus tremula,concern,rspb south
Potamogeton polygonifolius,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton polygonifolius,concern,rspb south
Potentilla erecta,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla erecta,concern,rspb south
Potentilla palustris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,Potentilla palustris,concern,rspb south
Primula vulgaris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,Primula vulgaris,concern,rspb south
Prunella vulgaris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Prunella,Prunella vulgaris,concern,rspb south
Prunus padus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus padus,concern,rspb south
Ranunculus acris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus acris,concern,rspb south
Ranunculus flammula,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus flammula,concern,rspb south
Ranunculus repens,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus repens,concern,rspb south
Rhododendron ponticum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron ponticum,concern,rspb south
Rhynchospora alba,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Rhynchospora,Rhynchospora alba,concern,rspb south
Rosa canina agg.,SPECIES_AGGREGATE,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,,concern,rspb south
Rosa canina,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa canina,concern,rspb south
Rosa sherardii,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa sherardii,concern,rspb south
Rosa spinosissima,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa spinosissima,concern,rspb south
Rubus boudiccae,MICROSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,concern,rspb south
Rubus fruticosus agg.,SPECIES_AGGREGATE,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,concern,rspb south
Rubus idaeus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus idaeus,concern,rspb south
Rubus leptothyrsos,MICROSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,concern,rspb south
Rubus nemoralis,MICROSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,concern,rspb south
Rubus pistoris,MICROSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,concern,rspb south
Rubus polyanthemus,MICROSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,concern,rspb south
Rubus spectabilis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus spectabilis,concern,rspb south
Rumex acetosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosa,concern,rspb south
Rumex acetosella,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,Rumex acetosella,concern,rspb south
Sagina procumbens,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Sagina,Sagina procumbens,concern,rspb south
Salix aurita,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix aurita,concern,rspb south
Salix cinerea subsp. oleifolia,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix cinerea,concern,rspb south
Salix cinerea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix cinerea,concern,rspb south
Sanicula europaea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sanicula,Sanicula europaea,concern,rspb south
Schoenus nigricans,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Schoenus,Schoenus nigricans,concern,rspb south
Scutellaria galericulata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata,concern,rspb south
Sedum anglicum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,Sedum anglicum,concern,rspb south
Selaginella selaginoides,SPECIES,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,Selaginella selaginoides,concern,rspb south
Silene dioica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Silene dioica,concern,rspb south
Solidago virgaurea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago,Solidago virgaurea,concern,rspb south
Sorbus arranensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus arranensis,concern,rspb south
Sorbus aucuparia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus aucuparia,concern,rspb south
Stachys sylvatica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys sylvatica,concern,rspb south
Stellaria alsine,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria alsine,concern,rspb south
Stellaria holostea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria holostea,concern,rspb south
Stellaria media,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Stellaria,Stellaria media,concern,rspb south
Succisa pratensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Succisa,Succisa pratensis,concern,rspb south
Taraxacum,GENUS,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Taraxacum,,concern,rspb south
Teucrium scorodonia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Teucrium,Teucrium scorodonia,concern,rspb south
Thymus polytrichus subsp. britannicus,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus polytrichus,concern,rspb south
Trichophorum caespitosum,SPECIES_SENSU_LATO,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Trichophorum,,concern,rspb south
Trichophorum germanicum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Cyperaceae,Trichophorum,Trichophorum germanicum,concern,rspb south
Trifolium repens,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Trifolium,Trifolium repens,concern,rspb south
Ulex europaeus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,Ulex europaeus,concern,rspb south
Umbilicus rupestris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Umbilicus,Umbilicus rupestris,concern,rspb south
Urtica dioica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica,Urtica dioica,concern,rspb south
Vaccinium myrtillus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium myrtillus,concern,rspb south
Valeriana officinalis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Valeriana,Valeriana officinalis,concern,rspb south
Veronica chamaedrys,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica chamaedrys,concern,rspb south
Veronica officinalis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica officinalis,concern,rspb south
Veronica serpyllifolia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica serpyllifolia,concern,rspb south
Vicia sepium,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sepium,concern,rspb south
Viola palustris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola palustris,concern,rspb south
Viola riviniana,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola riviniana,concern,rspb south
Sorbus arranensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,Sorbus arranensis,concern,sbl south
Abies procera,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Abies,Abies procera,invasive,invasive general
Acer pseudoplatanus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer pseudoplatanus,invasive,invasive general
Aegopodium podagraria,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Aegopodium,Aegopodium podagraria,invasive,invasive general
Aesculus hippocastanum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,Aesculus hippocastanum,invasive,invasive general
Alchemilla conjuncta,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,Alchemilla conjuncta,invasive,invasive general
Alchemilla mollis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Alchemilla,Alchemilla mollis,invasive,invasive general
Alopecurus myosuroides,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Alopecurus,Alopecurus myosuroides,invasive,invasive general
Artemisia vulgaris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia vulgaris,invasive,invasive general
Berberis darwinii,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Berberidaceae,Berberis,Berberis darwinii,invasive,invasive general
Bromus lepidus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Bromus,Bromus lepidus,invasive,invasive general
Buddleja davidii,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Buddleja,Buddleja davidii,invasive,invasive general
Calystegia silvatica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Calystegia,Calystegia silvatica,invasive,invasive general
Capsella bursa-pastoris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Capsella,Capsella bursa-pastoris,invasive,invasive general
Claytonia sibirica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia,Claytonia sibirica,invasive,invasive general
Conium maculatum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Conium,Conium maculatum,invasive,invasive general
Cotoneaster horizontalis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,Cotoneaster horizontalis,invasive,invasive general
Cotoneaster integrifolius,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,Cotoneaster integrifolius,invasive,invasive general
Cotoneaster simonsii,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Cotoneaster,Cotoneaster simonsii,invasive,invasive general
Crocosmia pottsii x aurea = C. x crocosmiiflora,SPECIES_HYBRID,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Iridaceae,Crocosmia,,invasive,invasive general
Crocosmia pottsii,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Iridaceae,Crocosmia,Crocosmia pottsii,invasive,invasive general
Cymbalaria muralis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Cymbalaria,Cymbalaria muralis,invasive,invasive general
Epilobium brunnescens,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium brunnescens,invasive,invasive general
Epilobium ciliatum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Epilobium,Epilobium ciliatum,invasive,invasive general
Erica lusitanica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Erica,Erica lusitanica,invasive,invasive general
Erinus alpinus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Erinus,Erinus alpinus,invasive,invasive general
Escallonia macrantha,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Escalloniales,Escalloniaceae,Escallonia,Escallonia macrantha,invasive,invasive general
Euphorbia helioscopia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia helioscopia,invasive,invasive general
Euphorbia peplus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia peplus,invasive,invasive general
Fallopia convolvulus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,Fallopia convolvulus,invasive,invasive general
Fallopia japonica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,Fallopia japonica,invasive,invasive general
Fuchsia magellanica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,Fuchsia magellanica,invasive,invasive general
Fumaria officinalis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,Fumaria officinalis,invasive,invasive general
Galeopsis speciosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Galeopsis,Galeopsis speciosa,invasive,invasive general
Geranium dissectum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Geranium,Geranium dissectum,invasive,invasive general
Glebionis segetum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Glebionis,Glebionis segetum,invasive,invasive general
Hebe salicifolia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Hebe,Hebe salicifolia,invasive,invasive general
Hypericum calycinum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,Hypericum calycinum,invasive,invasive general
Juncus tenuis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus,Juncus tenuis,invasive,invasive general
Lamium album,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,Lamium album,invasive,invasive general
Lamium hybridum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,Lamium hybridum,invasive,invasive general
Lamium purpureum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium,Lamium purpureum,invasive,invasive general
Larix decidua,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,Larix decidua,invasive,invasive general
Larix kaempferi,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Larix,Larix kaempferi,invasive,invasive general
Lathyrus latifolius,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lathyrus,Lathyrus latifolius,invasive,invasive general
Ligustrum ovalifolium,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Ligustrum ovalifolium,invasive,invasive general
Linaria repens,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,Linaria repens,invasive,invasive general
Lolium multiflorum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Lolium,Lolium multiflorum,invasive,invasive general
Lunaria annua,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lunaria,Lunaria annua,invasive,invasive general
Lupinus polyphyllus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,Lupinus polyphyllus,invasive,invasive general
Lycopersicon esculentum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Lycopersicon,Lycopersicon esculentum,invasive,invasive general
Lysimachia punctata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia punctata,invasive,invasive general
Matricaria chamomilla,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria chamomilla,invasive,invasive general
Matricaria discoidea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Matricaria,Matricaria discoidea,invasive,invasive general
Mentha spicata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha spicata,invasive,invasive general
Myosotis arvensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,,Boraginaceae,Myosotis,Myosotis arvensis,invasive,invasive general
Oxalis articulata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis,Oxalis articulata,invasive,invasive general
Picea abies,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea abies,invasive,invasive general
Picea sitchensis,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Picea,Picea sitchensis,invasive,invasive general
Pinus contorta,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus contorta,invasive,invasive general
Pinus nigra subsp. laricio,SUBSPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus nigra,invasive,invasive general
Pinus nigra,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus nigra,invasive,invasive general
Polygonum arenastrum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Polygonum,Polygonum arenastrum,invasive,invasive general
Prunus cerasifera,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus cerasifera,invasive,invasive general
Prunus domestica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus domestica,invasive,invasive general
Raphanus raphanistrum subsp. raphanistrum,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus raphanistrum,invasive,invasive general
Raphanus sativus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus sativus,invasive,invasive general
Rhododendron ponticum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,Rhododendron ponticum,invasive,invasive general
Ribes nigrum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes nigrum,invasive,invasive general
Ribes uva-crispa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes uva-crispa,invasive,invasive general
Rosa rugosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa rugosa,invasive,invasive general
Rubus armeniacus,MICROSPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,invasive,invasive general
Rubus spectabilis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus spectabilis,invasive,invasive general
Salix alba,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix alba,invasive,invasive general
Salix viminalis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix viminalis,invasive,invasive general
Senecio viscosus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio viscosus,invasive,invasive general
Sinapis arvensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sinapis,Sinapis arvensis,invasive,invasive general
Sisymbrium officinale,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,Sisymbrium officinale,invasive,invasive general
Sisyrinchium californicum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Iridaceae,Sisyrinchium,Sisyrinchium californicum,invasive,invasive general
Spiraea salicifolia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea,Spiraea salicifolia,invasive,invasive general
Symphoricarpos albus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,invasive,invasive general
Tanacetum parthenium,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tanacetum,Tanacetum parthenium,invasive,invasive general
Tripleurospermum inodorum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tripleurospermum,Tripleurospermum inodorum,invasive,invasive general
Triticum aestivum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum aestivum,invasive,invasive general
Tropaeolum majus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Tropaeolaceae,Tropaeolum,Tropaeolum majus,invasive,invasive general
Tsuga heterophylla,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Tsuga,Tsuga heterophylla,invasive,invasive general
Veronica filiformis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica filiformis,invasive,invasive general
Veronica persica,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica persica,invasive,invasive general
Veronica polita,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica polita,invasive,invasive general
Viola arvensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Violaceae,Viola,Viola arvensis,invasive,invasive general
Alopecurus myosuroides,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,Alopecurus,Alopecurus myosuroides,concern,sbl general
Apium graveolens,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Apium,Apium graveolens,concern,sbl general
Cephalanthera longifolia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Cephalanthera,Cephalanthera longifolia,concern,sbl general
Cochlearia officinalis subsp. scotica,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cochlearia,Cochlearia officinalis,concern,sbl general
Euphorbia helioscopia,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,Euphorbia helioscopia,concern,sbl general
Fallopia convolvulus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fallopia,Fallopia convolvulus,concern,sbl general
Fumaria capreolata,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,Fumaria capreolata,concern,sbl general
Fumaria purpurea,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,Fumaria purpurea,concern,sbl general
Galeopsis speciosa,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Galeopsis,Galeopsis speciosa,concern,sbl general
Gentianella campestris,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Gentianaceae,Gentianella,Gentianella campestris,concern,sbl general
Gnaphalium sylvaticum,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Gnaphalium,Gnaphalium sylvaticum,concern,sbl general
Juniperus communis,SPECIES,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus,Juniperus communis,concern,sbl general
Linnaea borealis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Linnaea,Linnaea borealis,concern,sbl general
Lithospermum officinale,SPECIES,Plantae,Tracheophyta,Magnoliopsida,,Boraginaceae,Lithospermum,Lithospermum officinale,concern,sbl general
Lycopodiella inundata,SPECIES,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodiella,Lycopodiella inundata,concern,sbl general
Mentha arvensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha arvensis,concern,sbl general
Plantago media,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago media,concern,sbl general
Pseudorchis albida,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asparagales,Orchidaceae,Pseudorchis,Pseudorchis albida,concern,sbl general
Scleranthus annuus,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Scleranthus,Scleranthus annuus,concern,sbl general
Sherardia arvensis,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Sherardia,Sherardia arvensis,concern,sbl general
